order_date,sales,year,month,day,day_of_week,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2015-06-28,1386.466,2015,6,28,6,1,0.0,107.976,1204.842,955.9504285714278,1142.95034
2015-06-29,432.92600000000004,2015,6,29,0,0,1386.466,2018.953,681.1,729.375142857142,1134.6778733333333
2015-06-30,0.0,2015,6,30,1,0,432.92600000000004,836.9580000000001,5178.138,609.8097142857134,962.0732733333333
2015-07-01,0.0,2015,7,1,2,0,0.0,0.0,31.538,609.8097142857134,961.0220066666667
2015-07-02,324.10999999999996,2015,7,2,3,0,0.0,857.08,2432.544,533.671142857142,890.7408733333334
2015-07-03,807.54,2015,7,3,4,0,324.10999999999996,1592.1960000000001,1555.244,421.5774285714277,865.8174066666668
2015-07-04,907.436,2015,7,4,5,1,807.54,0.0,140.004,551.2111428571419,891.3984733333333
2015-07-05,305.622,2015,7,5,6,1,907.436,1386.466,0.0,396.80485714285624,901.5858733333333
2015-07-06,59.768,2015,7,6,0,0,305.622,432.92600000000004,0.0,343.4965714285705,903.57814
2015-07-07,0.0,2015,7,7,1,0,59.768,0.0,1379.812,343.4965714285705,857.5844066666667
2015-07-08,968.206,2015,7,8,2,0,0.0,0.0,494.86920000000003,481.81171428571344,873.3623000000001
2015-07-09,2922.667,2015,7,9,3,0,968.206,324.10999999999996,1005.654,853.034142857142,937.2627333333332
2015-07-10,0.0,2015,7,10,4,0,2922.667,807.54,0.0,737.6712857142847,937.2627333333332
2015-07-11,3073.073,2015,7,11,5,1,0.0,907.436,11.481,1047.047999999999,1039.3157999999999
2015-07-12,1338.298,2015,7,12,6,1,3073.073,305.622,6061.502,1194.5731428571419,881.8756666666667
2015-07-13,2033.2559999999999,2015,7,13,0,0,1338.298,59.768,1128.898,1476.4999999999989,912.0209333333333
2015-07-14,860.9159999999999,2015,7,14,1,0,2033.2559999999999,0.0,51.072,1599.4879999999991,939.0157333333334
2015-07-15,0.0,2015,7,15,2,0,860.9159999999999,968.206,734.144,1461.1728571428562,914.5442666666667
2015-07-16,3029.386,2015,7,16,3,0,0.0,2922.667,3443.904,1476.4184285714275,900.727
2015-07-17,448.082,2015,7,17,4,0,3029.386,0.0,0.0,1540.4301428571418,915.6630666666666
2015-07-18,672.418,2015,7,18,5,1,448.082,3073.073,1883.087,1197.4794285714274,875.3074333333333
2015-07-19,2.025,2015,7,19,6,1,672.418,1338.298,446.346,1006.5832857142848,860.4967333333334
2015-07-20,2693.168,2015,7,20,0,0,2.025,2033.2559999999999,829.544,1100.8564285714276,922.6175333333334
2015-07-21,0.0,2015,7,21,1,0,2693.168,860.9159999999999,107.976,977.8684285714278,919.0183333333334
2015-07-22,0.0,2015,7,22,2,0,0.0,0.0,2018.953,977.8684285714278,851.7199
2015-07-23,208.272,2015,7,23,3,0,0.0,3029.386,836.9580000000001,574.852142857142,830.7637
2015-07-24,525.95,2015,7,24,4,0,208.272,448.082,0.0,585.976142857142,848.2953666666667
2015-07-25,2395.024,2015,7,25,5,1,525.95,672.418,857.08,832.0627142857132,899.5601666666666
2015-07-26,969.225,2015,7,26,6,1,2395.024,2.025,1592.1960000000001,970.2341428571419,878.7944666666666
2015-07-27,29.97,2015,7,27,0,0,969.225,2693.168,0.0,589.7772857142847,879.7934666666666
2015-07-28,0.0,2015,7,28,1,0,29.97,0.0,1386.466,589.7772857142847,833.5779333333334
2015-07-29,0.0,2015,7,29,2,0,0.0,0.0,432.92600000000004,589.7772857142847,819.1470666666667
2015-07-30,443.802,2015,7,30,3,0,0.0,208.272,0.0,623.4244285714276,833.9404666666667
2015-07-31,3712.162,2015,7,31,4,0,443.802,525.95,0.0,1078.5975714285705,957.6792
2015-08-01,0.0,2015,8,1,5,1,3712.162,2395.024,324.10999999999996,736.4512857142847,946.8755333333334
2015-08-02,129.09199999999998,2015,8,2,6,1,0.0,969.225,807.54,616.4322857142846,924.2606
2015-08-03,2563.2960000000003,2015,8,3,0,0,129.09199999999998,29.97,907.436,978.3359999999991,979.4559333333333
2015-08-04,0.0,2015,8,4,1,0,2563.2960000000003,0.0,305.622,978.3359999999991,969.2685333333334
2015-08-05,3981.968,2015,8,5,2,0,0.0,0.0,59.768,1547.1885714285706,1100.0085333333334
2015-08-06,1083.112,2015,8,6,3,0,3981.968,443.802,0.0,1638.5185714285706,1136.1122666666668
2015-08-07,21.12,2015,8,7,4,0,1083.112,3712.162,968.206,1111.2268571428563,1104.5427333333332
2015-08-08,840.102,2015,8,8,5,1,21.12,0.0,2922.667,1231.2414285714276,1035.1239
2015-08-09,89.64,2015,8,9,6,1,840.102,129.09199999999998,0.0,1225.6054285714276,1038.1118999999999
2015-08-10,222.12,2015,8,10,0,0,89.64,2563.2960000000003,3073.073,891.1517142857132,943.0801333333334
2015-08-11,12196.997,2015,8,11,1,0,222.12,0.0,1338.298,2633.5798571428563,1305.0367666666666
2015-08-12,2672.728,2015,8,12,2,0,12196.997,3981.968,2033.2559999999999,2446.5455714285704,1326.3525
2015-08-13,586.896,2015,8,13,3,0,2672.728,1083.112,860.9159999999999,2375.6575714285705,1317.2185
2015-08-14,0.0,2015,8,14,4,0,586.896,21.12,0.0,2372.6404285714275,1317.2185
2015-08-15,497.59000000000003,2015,8,15,5,1,0.0,840.102,3029.386,2323.710142857142,1232.8253
2015-08-16,3378.9320000000002,2015,8,16,6,1,497.59000000000003,89.64,448.082,2793.608999999999,1330.5203
2015-08-17,381.64,2015,8,17,0,0,3378.9320000000002,222.12,672.418,2816.3975714285707,1320.8277
2015-08-18,0.0,2015,8,18,1,0,381.64,12196.997,2.025,1073.9694285714274,1320.7602
2015-08-19,0.0,2015,8,19,2,0,0.0,2672.728,2693.168,692.1511428571418,1230.9879333333333
2015-08-20,0.0,2015,8,20,3,0,0.0,586.896,0.0,608.3088571428561,1230.9879333333333
2015-08-21,2827.52,2015,8,21,4,0,0.0,0.0,0.0,1012.2402857142848,1325.2386000000001
2015-08-22,66.632,2015,8,22,5,1,2827.52,497.59000000000003,208.272,950.6748571428561,1320.5172666666665
2015-08-23,1202.278,2015,8,23,6,1,66.632,3378.9320000000002,525.95,639.7242857142846,1343.0615333333333
2015-08-24,7194.775000000001,2015,8,24,0,0,1202.278,381.64,2395.024,1613.0292857142847,1503.0532333333333
2015-08-25,178.52599999999998,2015,8,25,1,0,7194.775000000001,0.0,969.225,1638.532999999999,1476.6965999999998
2015-08-26,0.0,2015,8,26,2,0,178.52599999999998,0.0,29.97,1638.532999999999,1475.6976
2015-08-27,639.9739999999999,2015,8,27,3,0,0.0,0.0,0.0,1729.957857142856,1497.0300666666667
2015-08-28,6491.293,2015,8,28,4,0,639.9739999999999,2827.52,0.0,2253.353999999999,1713.4065
2015-08-29,246.5,2015,8,29,5,1,6491.293,66.632,443.802,2279.0494285714276,1706.8297666666665
2015-08-30,0.0,2015,8,30,6,1,246.5,1202.278,3712.162,2107.2954285714272,1583.0910333333334
2015-08-31,2601.797,2015,8,31,0,0,0.0,7194.775000000001,0.0,1451.1557142857132,1669.8176
2015-09-01,364.07,2015,9,1,1,0,2601.797,178.52599999999998,129.09199999999998,1477.661999999999,1677.6502
2015-09-02,785.5519999999999,2015,9,2,2,0,364.07,0.0,2563.2960000000003,1589.8837142857133,1618.3920666666666
2015-09-03,478.008,2015,9,3,3,0,785.5519999999999,639.9739999999999,0.0,1566.7457142857131,1634.3256666666666
2015-09-04,757.992,2015,9,4,4,0,478.008,6491.293,3981.968,747.7027142857132,1526.8598
2015-09-05,48.81,2015,9,5,5,1,757.992,246.5,1083.112,719.4612857142847,1492.3830666666665
2015-09-06,797.116,2015,9,6,6,1,48.81,0.0,21.12,833.3349999999989,1518.2495999999999
2015-09-07,1587.114,2015,9,7,0,0,797.116,2601.797,840.102,688.3802857142847,1543.15
2015-09-08,4878.392000000001,2015,9,8,1,0,1587.114,364.07,89.64,1333.2834285714275,1702.7750666666666
2015-09-09,0.0,2015,9,9,2,0,4878.392000000001,785.5519999999999,222.12,1221.0617142857134,1695.3710666666666
2015-09-10,2133.5350000000003,2015,9,10,3,0,0.0,478.008,12196.997,1457.5655714285706,1359.9223333333334
2015-09-11,4620.2919999999995,2015,9,11,4,0,2133.5350000000003,757.992,2672.728,2009.3227142857133,1424.8411333333331
2015-09-12,34.02,2015,9,12,5,1,4620.2919999999995,48.81,586.896,2007.2098571428562,1406.4119333333333
2015-09-13,3445.772,2015,9,13,6,1,34.02,797.116,0.0,2385.589285714285,1521.271
2015-09-14,3262.42,2015,9,14,0,0,3445.772,1587.114,497.59000000000003,2624.918714285713,1613.4320000000002
2015-09-15,2535.85,2015,9,15,1,0,3262.42,4878.392000000001,3378.9320000000002,2290.269857142856,1585.3292666666669
2015-09-16,31.12,2015,9,16,2,0,2535.85,0.0,381.64,2294.7155714285705,1573.6452666666667
2015-09-17,11525.006,2015,9,17,3,0,31.12,2133.5350000000003,0.0,3636.3542857142847,1957.8121333333333
2015-09-18,3924.32,2015,9,18,4,0,11525.006,4620.2919999999995,0.0,3536.9297142857135,2088.6228
2015-09-19,500.38,2015,9,19,5,1,3924.32,34.02,0.0,3603.552571428571,2105.3021333333336
2015-09-20,1836.052,2015,9,20,6,1,500.38,3445.772,2827.52,3373.5925714285704,2072.2532
2015-09-21,6982.058,2015,9,21,0,0,1836.052,3262.42,66.632,3904.9694285714277,2302.7673999999997
2015-09-22,1783.504,2015,9,22,1,0,6982.058,2535.85,1202.278,3797.491428571427,2322.1416
2015-09-23,0.0,2015,9,23,2,0,1783.504,31.12,7194.775000000001,3793.045714285713,2082.3157666666666
2015-09-24,4220.594,2015,9,24,3,0,0.0,11525.006,178.52599999999998,2749.5582857142845,2217.0513666666666
2015-09-25,3033.757,2015,9,25,4,0,4220.594,3924.32,0.0,2622.334999999999,2318.1766000000002
2015-09-26,3722.273,2015,9,26,5,1,3033.757,500.38,639.9739999999999,3082.605428571427,2420.9199
2015-09-27,2382.958,2015,9,27,6,1,3722.273,1836.052,6491.293,3160.734857142856,2283.9754000000003
2015-09-28,1058.364,2015,9,28,0,0,2382.958,6982.058,246.5,2314.4928571428563,2311.037533333333
2015-09-29,0.0,2015,9,29,1,0,1058.364,1783.504,0.0,2059.7065714285704,2311.037533333333
2015-09-30,0.0,2015,9,30,2,0,0.0,0.0,2601.797,2059.7065714285704,2224.3109666666664
2015-10-01,1018.104,2015,10,1,3,0,0.0,4220.594,364.07,1602.207999999999,2246.1121
2015-10-02,77.24,2015,10,2,4,0,1018.104,3033.757,785.5519999999999,1179.8484285714276,2222.5017000000003
2015-10-03,90.93199999999999,2015,10,3,5,1,77.24,3722.273,478.008,661.0854285714275,2209.599166666667
2015-10-04,169.54199999999997,2015,10,4,6,1,90.93199999999999,2382.958,757.992,344.88314285714176,2189.984166666667
2015-10-05,154.442,2015,10,5,0,0,169.54199999999997,1058.364,48.81,215.75142857142754,2193.5052333333338
2015-10-06,0.0,2015,10,6,1,0,154.442,0.0,797.116,215.75142857142754,2166.9347000000002
2015-10-07,43.286,2015,10,7,2,0,0.0,0.0,1587.114,221.9351428571418,2115.473766666667
2015-10-08,851.4739999999999,2015,10,8,3,0,43.286,1018.104,4878.392000000001,198.1308571428561,1981.2431666666666
2015-10-09,1415.726,2015,10,9,4,0,851.4739999999999,77.24,0.0,389.3431428571418,2028.4340333333334
2015-10-10,2248.194,2015,10,10,5,1,1415.726,90.93199999999999,2133.5350000000003,697.5234285714276,2032.256
2015-10-11,3536.904,2015,10,11,6,1,2248.194,169.54199999999997,4620.2919999999995,1178.5751428571418,1996.1430666666668
2015-10-12,3080.38,2015,10,12,0,0,3536.904,154.442,34.02,1596.5662857142847,2097.6884
2015-10-13,371.65999999999997,2015,10,13,1,0,3080.38,0.0,3445.772,1649.6605714285704,1995.218
2015-10-14,0.0,2015,10,14,2,0,371.65999999999997,43.286,3262.42,1643.476857142856,1886.4706666666666
2015-10-15,3219.554,2015,10,15,3,0,0.0,851.4739999999999,2535.85,1981.773999999999,1909.2608
2015-10-16,824.97,2015,10,16,4,0,3219.554,1415.726,31.12,1897.3802857142844,1935.7224666666668
2015-10-17,77.88,2015,10,17,5,1,824.97,2248.194,11525.006,1587.3354285714274,1554.1516000000001
2015-10-18,378.494,2015,10,18,6,1,77.88,3536.904,3924.32,1136.1339999999989,1435.9574
2015-10-19,2135.09,2015,10,19,0,0,378.494,3080.38,500.38,1001.0925714285704,1490.4477333333334
2015-10-20,720.086,2015,10,20,1,0,2135.09,371.65999999999997,1836.052,1050.8677142857134,1453.2488666666666
2015-10-21,0.0,2015,10,21,2,0,720.086,0.0,6982.058,1050.8677142857134,1220.5135999999998
2015-10-22,15.128,2015,10,22,3,0,0.0,3219.554,1783.504,593.0925714285704,1161.5677333333335
2015-10-23,2262.296,2015,10,23,4,0,15.128,824.97,0.0,798.4248571428561,1236.9776
2015-10-24,831.145,2015,10,24,5,1,2262.296,77.88,4220.594,906.0341428571418,1123.9959666666666
2015-10-25,1425.412,2015,10,25,6,1,831.145,378.494,3033.757,1055.5938571428562,1070.3844666666666
2015-10-26,1395.333,2015,10,26,0,0,1425.412,2135.09,3722.273,949.9142857142846,992.8198
2015-10-27,0.0,2015,10,27,1,0,1395.333,720.086,2382.958,847.044857142856,913.3878666666667
2015-10-28,104.51,2015,10,28,2,0,0.0,0.0,1058.364,861.9748571428561,881.5927333333333
2015-10-29,244.24,2015,10,29,3,0,104.51,15.128,0.0,894.7051428571418,889.7340666666666
2015-10-30,2122.044,2015,10,30,4,0,244.24,2262.296,0.0,874.6691428571418,960.4688666666666
2015-10-31,3211.009,2015,10,31,5,1,2122.044,831.145,1018.104,1214.6497142857131,1033.5657
2015-11-01,0.0,2015,11,1,6,1,3211.009,1425.412,77.24,1011.0194285714276,1030.9910333333332
2015-11-02,0.0,2015,11,2,0,0,0.0,1395.333,90.93199999999999,811.6861428571418,1027.9599666666668
2015-11-03,0.0,2015,11,3,1,0,0.0,0.0,169.54199999999997,811.6861428571418,1022.3085666666667
2015-11-04,1328.346,2015,11,4,2,0,0.0,104.51,154.442,986.519857142856,1061.4387
2015-11-05,191.968,2015,11,5,3,0,1328.346,244.24,0.0,979.0524285714274,1067.8376333333333
2015-11-06,3373.5640000000003,2015,11,6,4,0,191.968,2122.044,43.286,1157.840999999999,1178.8469
2015-11-07,1941.952,2015,11,7,5,1,3373.5640000000003,3211.009,851.4739999999999,976.5471428571418,1215.1961666666668
2015-11-08,196.112,2015,11,8,6,1,1941.952,0.0,1415.726,1004.5631428571418,1174.5423666666668
2015-11-09,1962.13,2015,11,9,0,0,196.112,0.0,2248.194,1284.8674285714276,1165.0069
2015-11-10,1011.8955,2015,11,10,1,0,1962.13,0.0,3536.904,1429.4239285714277,1080.83995
2015-11-11,542.178,2015,11,11,2,0,1011.8955,1328.346,3080.38,1317.1142142857134,996.2332166666667
2015-11-12,1590.894,2015,11,12,3,0,542.178,191.968,371.65999999999997,1516.9607857142848,1036.87435
2015-11-13,3591.0771999999997,2015,11,13,4,0,1590.894,3373.5640000000003,0.0,1548.0340999999987,1156.5769233333335
2015-11-14,2512.71,2015,11,14,5,1,3591.0771999999997,1941.952,3219.554,1629.570957142856,1133.0154566666668
2015-11-15,702.17,2015,11,15,6,1,2512.71,196.112,824.97,1701.864957142856,1128.9221233333333
2015-11-16,4072.334,2015,11,16,0,0,702.17,1962.13,77.88,2003.3226714285702,1262.07059
2015-11-17,3885.986,2015,11,17,1,0,4072.334,1011.8955,378.494,2413.907028571427,1378.9869899999999
2015-11-18,0.0,2015,11,18,2,0,3885.986,542.178,2135.09,2336.4530285714272,1307.8173233333332
2015-11-19,1040.784,2015,11,19,3,0,0.0,1590.894,720.086,2257.8658857142846,1318.5072566666665
2015-11-20,2861.15,2015,11,20,4,0,1040.784,3591.0771999999997,0.0,2153.59057142857,1413.8789233333332
2015-11-21,3613.5748,2015,11,21,5,1,2861.15,2512.71,15.128,2310.8569714285704,1533.82715
2015-11-22,614.499,2015,11,22,6,1,3613.5748,702.17,2262.296,2298.3325428571416,1478.9005833333333
2015-11-23,3450.1879999999996,2015,11,23,0,0,614.499,4072.334,831.145,2209.4545428571414,1566.2020166666666
2015-11-24,1218.7640000000001,2015,11,24,1,0,3450.1879999999996,3885.986,1425.412,1828.4228285714275,1559.31375
2015-11-25,13.12,2015,11,25,2,0,1218.7640000000001,0.0,1395.333,1830.2971142857132,1513.2399833333334
2015-11-26,1484.0819999999999,2015,11,26,3,0,13.12,1040.784,0.0,1893.625399999999,1562.7093833333333
2015-11-27,3109.7835,2015,11,27,4,0,1484.0819999999999,2861.15,104.51,1929.1444714285701,1662.8851666666665
2015-11-28,1864.482,2015,11,28,5,1,3109.7835,3613.5748,244.24,1679.2740714285703,1716.8932333333332
2015-11-29,2760.168,2015,11,29,6,1,1864.482,614.499,2122.044,1985.798214285713,1738.1640333333332
2015-11-30,1798.3970000000002,2015,11,30,0,0,2760.168,3450.1879999999996,3211.009,1749.8280714285704,1691.0769666666667
2015-12-01,854.614,2015,12,1,1,0,1798.3970000000002,1218.7640000000001,0.0,1697.8066428571417,1719.5641
2015-12-02,0.0,2015,12,2,2,0,854.614,13.12,0.0,1695.9323571428558,1719.5641
2015-12-03,51.016000000000005,2015,12,3,3,0,0.0,1484.0819999999999,0.0,1491.2086428571417,1721.2646333333332
2015-12-04,40.74,2015,12,4,4,0,51.016000000000005,3109.7835,1328.346,1052.773857142856,1678.3444333333332
2015-12-05,1060.35,2015,12,5,5,1,40.74,1864.482,191.968,937.8978571428561,1707.2905
2015-12-06,174.476,2015,12,6,6,1,1060.35,2760.168,3373.5640000000003,568.5132857142846,1600.6542333333334
2015-12-07,2052.567,2015,12,7,0,0,174.476,1798.3970000000002,1941.952,604.8232857142846,1604.3414
2015-12-08,0.0,2015,12,8,1,0,2052.567,854.614,196.112,482.7355714285703,1597.8043333333333
2015-12-09,707.824,2015,12,9,2,0,0.0,0.0,1962.13,583.8532857142847,1555.9941333333334
2015-12-10,2390.758,2015,12,10,3,0,707.824,51.016000000000005,1011.8955,918.1021428571418,1601.9562166666667
2015-12-11,1127.992,2015,12,11,4,0,2390.758,40.74,542.178,1073.4238571428561,1621.48335
2015-12-12,1448.854,2015,12,12,5,1,1127.992,1060.35,1590.894,1128.9244285714274,1616.7486833333335
2015-12-13,1023.386,2015,12,13,6,1,1448.854,174.476,3591.0771999999997,1250.1972857142846,1531.1589766666666
2015-12-14,858.304,2015,12,14,0,0,1023.386,2052.567,2512.71,1079.5882857142844,1476.0121100000001
2015-12-15,5494.796,2015,12,15,1,0,858.304,0.0,702.17,1864.5591428571418,1635.76631
2015-12-16,4.98,2015,12,16,2,0,5494.796,707.824,4072.334,1764.152857142856,1500.1878433333334
2015-12-17,1918.492,2015,12,17,3,0,4.98,2390.758,3885.986,1696.6862857142844,1434.60471
2015-12-18,935.288,2015,12,18,4,0,1918.492,1127.992,0.0,1669.157142857142,1465.7809766666667
2015-12-19,6120.656,2015,12,19,5,1,935.288,1448.854,1040.784,2336.5574285714274,1635.1100433333336
2015-12-20,1107.464,2015,12,20,6,1,6120.656,1023.386,2861.15,2348.5685714285705,1576.6538433333335
2015-12-21,3257.7599999999998,2015,12,21,0,0,1107.464,858.304,3613.5748,2691.347999999999,1564.79335
2015-12-22,473.313,2015,12,22,1,0,3257.7599999999998,5494.796,614.499,1973.9932857142844,1560.0871499999998
2015-12-23,194.32,2015,12,23,2,0,473.313,4.98,3450.1879999999996,2001.0418571428559,1451.5582166666668
2015-12-24,7484.566000000001,2015,12,24,3,0,194.32,1918.492,1218.7640000000001,2796.1952857142846,1660.4182833333332
2015-12-25,4204.968,2015,12,25,4,0,7484.566000000001,935.288,13.12,3263.2924285714275,1800.14655
2015-12-26,561.486,2015,12,26,5,1,4204.968,6120.656,1484.0819999999999,2469.125285714285,1769.39335
2015-12-27,5148.4472,2015,12,27,6,1,561.486,1107.464,3109.7835,3046.408599999999,1837.3488066666666
2015-12-28,79.2,2015,12,28,0,0,5148.4472,3257.7599999999998,1864.482,2592.3285999999994,1777.8394066666667
2015-12-29,6.36,2015,12,29,1,0,79.2,473.313,2760.168,2525.6210285714274,1686.0458066666667
2015-12-30,3251.34,2015,12,30,2,0,6.36,194.32,1798.3970000000002,2962.3381714285706,1734.47724
2015-12-31,1381.344,2015,12,31,3,0,3251.34,7484.566000000001,854.614,2090.449314285713,1752.0349066666665
2016-01-01,0.0,2016,1,1,4,0,1381.344,4204.968,0.0,1489.7395999999987,1752.0349066666665
2016-01-02,161.97,2016,1,2,5,1,0.0,561.486,51.016000000000005,1432.6658857142845,1755.7333733333332
2016-01-03,6285.8060000000005,2016,1,3,6,1,161.97,5148.4472,40.74,1595.1457142857132,1963.9022400000001
2016-01-04,2161.48,2016,1,4,0,0,6285.8060000000005,79.2,1060.35,1892.6142857142845,2000.6065733333332
2016-01-05,517.866,2016,1,5,1,0,2161.48,6.36,174.476,1965.6865714285705,2012.0529066666668
2016-01-06,0.0,2016,1,6,2,0,517.866,3251.34,2052.567,1501.2094285714277,1943.6340066666667
2016-01-07,1724.376,2016,1,7,3,0,0.0,1381.344,0.0,1550.2139999999988,2001.1132066666667
2016-01-08,1124.648,2016,1,8,4,0,1724.376,0.0,707.824,1710.8779999999988,2015.0073399999999
2016-01-09,5766.152,2016,1,9,5,1,1124.648,161.97,2390.758,2511.4754285714275,2127.520473333333
2016-01-10,781.414,2016,1,10,6,1,5766.152,6285.8060000000005,1127.992,1725.1337142857133,2115.9678733333335
2016-01-11,453.374,2016,1,11,0,0,781.414,2161.48,1448.854,1481.1185714285705,2082.7852066666665
2016-01-12,7365.455,2016,1,12,1,0,453.374,517.866,1023.386,2459.3455714285706,2294.1875066666666
2016-01-13,0.0,2016,1,13,2,0,7365.455,0.0,858.304,2459.3455714285706,2265.577373333333
2016-01-14,405.344,2016,1,14,3,0,0.0,1724.376,5494.796,2270.9124285714274,2095.9289733333335
2016-01-15,701.923,2016,1,15,4,0,405.344,1124.648,4.98,2210.5231428571415,2119.160406666667
2016-01-16,102.21799999999999,2016,1,16,5,1,701.923,5766.152,1918.492,1401.3897142857131,2058.61794
2016-01-17,1040.55,2016,1,17,6,1,102.21799999999999,781.414,935.288,1438.4091428571417,2062.126673333333
2016-01-18,0.0,2016,1,18,0,0,1040.55,453.374,6120.656,1373.6414285714275,1858.1048066666665
2016-01-19,0.0,2016,1,19,1,0,0.0,7365.455,1107.464,321.43357142857036,1821.18934
2016-01-20,0.0,2016,1,20,2,0,0.0,0.0,3257.7599999999998,321.43357142857036,1712.59734
2016-01-21,1167.056,2016,1,21,3,0,0.0,405.344,473.313,430.24957142857045,1735.7221066666668
2016-01-22,917.63,2016,1,22,4,0,1167.056,701.923,194.32,461.0648571428561,1759.83244
2016-01-23,1732.3,2016,1,23,5,1,917.63,102.21799999999999,7484.566000000001,693.9337142857132,1568.0902400000002
2016-01-24,31.36,2016,1,24,6,1,1732.3,1040.55,4204.968,549.7637142857133,1428.9699733333334
2016-01-25,858.712,2016,1,25,0,0,31.36,0.0,561.486,672.4368571428561,1438.8775066666667
2016-01-26,0.0,2016,1,26,1,0,858.712,0.0,5148.4472,672.4368571428561,1267.2626000000002
2016-01-27,0.0,2016,1,27,2,0,0.0,0.0,79.2,672.4368571428561,1264.6226
2016-01-28,39.68,2016,1,28,3,0,0.0,1167.056,6.36,511.38314285714176,1265.7332666666666
2016-01-29,0.0,2016,1,29,4,0,39.68,917.63,3251.34,380.29314285714185,1157.3552666666667
2016-01-30,3107.316,2016,1,30,5,1,0.0,1732.3,1381.344,576.7239999999989,1214.8876666666667
2016-01-31,1601.5539999999999,2016,1,31,6,1,3107.316,31.36,0.0,801.0374285714275,1268.2728
2016-02-01,405.91999999999996,2016,2,1,0,0,1601.5539999999999,858.712,161.97,736.3528571428561,1276.4044666666666
2016-02-02,8996.784,2016,2,2,1,0,405.91999999999996,0.0,6285.8060000000005,2021.6077142857134,1366.7703999999999
2016-02-03,0.0,2016,2,3,2,0,8996.784,0.0,2161.48,2021.6077142857134,1294.7210666666665
2016-02-04,1454.9,2016,2,4,3,0,0.0,39.68,517.866,2223.781999999999,1325.9555333333333
2016-02-05,1098.136,2016,2,5,4,0,1454.9,0.0,0.0,2380.6585714285707,1362.5600666666664
2016-02-06,157.844,2016,2,6,5,1,1098.136,3107.316,1724.376,1959.3054285714277,1310.3423333333333
2016-02-07,772.786,2016,2,7,6,1,157.844,1601.5539999999999,1124.648,1840.9099999999992,1298.6136000000001
2016-02-08,482.584,2016,2,8,0,0,772.786,405.91999999999996,5766.152,1851.8619999999992,1122.4946666666665
2016-02-09,6792.193,2016,2,9,1,0,482.584,8996.784,781.414,1536.920428571428,1322.8539666666666
2016-02-10,18452.972,2016,2,10,2,0,6792.193,0.0,453.374,4173.059285714286,1922.8405666666667
2016-02-11,0.0,2016,2,11,3,0,18452.972,1454.9,7365.455,3965.216428571428,1677.3254000000002
2016-02-12,4684.616,2016,2,12,4,0,0.0,1098.136,0.0,4477.570714285714,1833.4792666666665
2016-02-13,146.82,2016,2,13,5,1,4684.616,157.844,405.344,4475.995857142857,1824.8618
2016-02-14,837.921,2016,2,14,6,1,146.82,772.786,701.923,4485.300857142856,1829.3950666666667
2016-02-15,407.072,2016,2,15,0,0,837.921,482.584,102.21799999999999,4474.513428571428,1839.5568666666666
2016-02-16,1135.638,2016,2,16,1,0,407.072,6792.193,1040.55,3666.4341428571424,1842.7264666666667
2016-02-17,0.0,2016,2,17,2,0,1135.638,18452.972,0.0,1030.2952857142852,1842.7264666666667
2016-02-18,0.0,2016,2,18,3,0,0.0,0.0,0.0,1030.2952857142852,1842.7264666666667
2016-02-19,392.65999999999997,2016,2,19,4,0,0.0,4684.616,0.0,417.15871428571376,1855.8151333333335
2016-02-20,16.496,2016,2,20,5,1,392.65999999999997,146.82,1167.056,398.5409999999994,1817.4631333333334
2016-02-21,1524.126,2016,2,21,6,1,16.496,837.921,917.63,496.5702857142852,1837.6796666666667
2016-02-22,983.17,2016,2,22,0,0,1524.126,407.072,1732.3,578.8699999999994,1812.7086666666664
2016-02-23,57.576,2016,2,23,1,0,983.17,1135.638,31.36,424.8611428571423,1813.5825333333332
2016-02-24,0.0,2016,2,24,2,0,57.576,0.0,858.712,424.8611428571423,1784.9587999999999
2016-02-25,46.72,2016,2,25,3,0,0.0,0.0,0.0,431.53542857142804,1786.5161333333333
2016-02-26,0.0,2016,2,26,4,0,46.72,392.65999999999997,0.0,375.4411428571424,1786.5161333333333
2016-02-27,243.892,2016,2,27,5,1,0.0,16.496,39.68,407.9262857142852,1793.3231999999998
2016-02-28,36.48,2016,2,28,6,1,243.892,1524.126,0.0,195.40542857142805,1794.5392
2016-02-29,111.104,2016,2,29,0,0,36.48,983.17,3107.316,70.8245714285709,1694.6654666666666
2016-03-01,2095.83,2016,3,1,1,0,111.104,57.576,1601.5539999999999,362.0037142857137,1711.1413333333335
2016-03-02,866.4,2016,3,2,2,0,2095.83,0.0,405.91999999999996,485.7751428571423,1726.4906666666668
2016-03-03,7264.422,2016,3,3,3,0,866.4,46.72,8996.784,1516.875428571428,1668.745266666667
2016-03-04,441.198,2016,3,4,4,0,7264.422,0.0,0.0,1579.9037142857137,1683.4518666666668
2016-03-05,1099.013,2016,3,5,5,1,441.198,243.892,1454.9,1702.0638571428567,1671.5889666666667
2016-03-06,71.088,2016,3,6,6,1,1099.013,36.48,1098.136,1707.0078571428567,1637.3540333333333
2016-03-07,847.6999999999999,2016,3,7,0,0,71.088,111.104,157.844,1812.2358571428563,1660.3492333333334
2016-03-08,248.82,2016,3,8,1,0,847.6999999999999,2095.83,772.786,1548.377285714285,1642.8836999999999
2016-03-09,2365.596,2016,3,9,2,0,248.82,866.4,482.584,1762.5481428571422,1705.6507666666666
